RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8COM1,Q8COM2,Q8COM3,Q8COM4,Q8COM5,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHEKCRATE,Q12COM1,Q12COM2,Q12COM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,NETPRO,Q16LIVE,Q17ZIP,Q17COUNTRY,HOME,Q19AGE,Q20GENDER,Q21INCOME,Q22FLY,Q23SJC,Q23OAK,LANG,WEIGHT,Hi,HOWLONG,Q17CITY,Q17STATE
2132,3461,349,22,MON,75,F,1,1,1,1,UNITED,LAS VEGAS,1038,28,30,1,4,7:00:00,12/31/1899 09:32:00 AM,3,,,2,,,,2,2,2,1,2,1,2,3,4,4,5,5,5,3,3,4,6,6,6,6,6,4,32,,,,,5,6,6,6,3,4,0,,,5,1,,,2,,,,,2,1,5,6,2,,,,6,3,92520,US,10,2,1,3,2,1,2,1,1.6329600946,,152,IRVINE,CA
2133,3684,104,5,FRI,46,C,2,2,1,1,DELTA,SALT LAKE CITY,706,15,54,1,2,N,12/31/1899 04:52:00 PM,1,,,4,,,,2,1,2,2,1,2,1,5,3,3,5,5,5,6,6,6,6,6,6,6,6,4,151,102,103,,,3,6,6,4,4,4,13,,,5,0,,,2,,,,,5,4,5,5,1,71,,,10,3,87114,US,10,4,1,4,2,2,2,1,1.3045777778,,,ALBUQUERQUE,NM
2134,3462,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,7:58 AM,12/31/1899 09:32:00 AM,2,,,5,,,,2,2,2,1,3,1,2,5,4,4,5,5,5,4,4,5,5,6,6,6,6,5,41,,,,,4,6,6,4,5,4,0,,,4,1,,,2,,,,,5,4,5,5,2,,,,8,1,94121,US,1,2,2,0,1,2,2,1,1.6329600946,,94,SAN FRANCISCO,CA
2135,3352,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,6:30 AM,12/31/1899 07:20:00 AM,1,,,5,,,,2,1,1,2,5,1,4,5,4,4,5,4,4,4,4,4,5,6,4,6,4,5,0,,,,,5,4,4,5,4,5,0,,,5,0,,,1,5,1,,,5,5,5,5,2,,,,10,3,10075,US,12,5,1,4,2,2,2,1,1.0380333333,,50,NEW YORK,NY
2136,3353,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,6:30 AM,12/31/1899 07:20:00 AM,2,,,5,,,,1,1,1,1,4,1,4,4,4,4,4,4,4,4,6,3,4,4,4,3,3,5,0,,,,,5,5,5,5,4,5,0,,,4,0,,,1,4,0,,,6,0,5,4,2,,,,9,1,94066,US,2,5,1,4,1,1,1,1,1.0380333333,,50,SAN BRUNO,CA
2137,3685,104,5,FRI,46,C,2,2,1,1,DELTA,SALT LAKE CITY,706,15,54,1,2,N,12/31/1899 04:52:00 PM,2,,,2,,,,1,2,2,1,3,1,4,5,5,4,5,5,5,6,6,4,4,4,6,6,6,5,17,,,,,5,6,6,5,5,5,0,,,5,0,,,1,3,17,,,5,5,5,1,2,,,,10,1,94109,US,1,7,2,0,1,2,2,1,1.3045777778,,,SAN FRANCISCO,CA
2138,3463,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,6:00:00,12/31/1899 09:32:00 AM,3,,,0,,,,1,0,0,1,1,2,1,5,6,4,5,5,5,5,0,5,6,6,6,6,6,4,0,,,,,2,6,6,3,4,3,6,,,4,0,,,2,,,,,5,3,5,5,2,,,,9,3,,TAIWAN,16,5,2,2,3,2,4,1,1.6329600946,,212,TAIPEI,
2139,3354,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:15 AM,12/31/1899 07:20:00 AM,1,,,4,,,,1,1,1,2,3,1,4,4,4,3,3,4,0,0,0,0,3,3,3,3,0,4,75,,,,,4,4,0,3,3,3,0,,,4,0,,,0,,,,,2,4,4,4,2,,,,8,1,,US,5,5,1,4,4,4,1,1,1.0380333333,,125,ORINDA,CA
2140,3686,104,5,FRI,46,C,2,2,1,1,DELTA,SALT LAKE CITY,706,15,54,1,2,N,12/31/1899 04:52:00 PM,1,,,5,,,,1,2,1,2,5,1,3,4,3,3,4,4,4,3,3,2,6,6,4,6,3,4,11,102,32,19,,4,6,4,5,4,4,0,,,5,4,,,1,5,1,,,5,4,5,5,2,,,,8,3,84004,US,10,5,1,4,2,1,1,1,1.3045777778,,,ALPINE,UT
2141,3464,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,1:07:00,12/31/1899 09:32:00 AM,2,,,3,,,,1,2,2,1,1,2,1,5,5,5,5,5,5,5,5,5,0,0,0,0,0,Blank,0,,,,,5,0,0,5,5,5,0,,,5,1,,,1,0,0,,,11,0,1,5,2,,,,10,3,,AUSTRALIA,19,7,1,1,4,4,4,1,1.6329600946,,505,SYDNEY,
2142,3355,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:00:00,12/31/1899 07:20:00 AM,3,,,2,,,,1,1,0,1,1,2,1,3,3,2,2,4,4,4,4,5,5,4,4,4,4,3,0,,,,,5,6,6,3,0,4,0,,,3,0,,,3,,,,,1,4,4,4,2,,,,7,3,75704,US,11,2,1,1,3,2,2,1,1.0380333333,,140,TYLER,TX
2143,3687,104,5,FRI,46,C,2,2,1,2,DELTA,SALT LAKE CITY,706,15,54,1,2,N,12/31/1899 04:52:00 PM,3,,,6,,,,0,1,1,0,3,1,4,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,103,,,,,4,5,0,4,5,5,0,,,5,0,,,1,4,1,,,5,5,5,5,2,,,,10,1,94115,US,1,3,4,2,2,1,2,1,1.3045777778,,,SAN FRANCISCO,CA
2144,3631,366,23,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,8:10 AM,12/31/1899 09:30:00 AM,4,,,5,,,,2,2,1,1,2,1,3,4,4,4,4,4,4,6,6,4,4,6,4,6,6,4,14,1,,,,4,4,6,4,4,4,0,,,4,4,,,2,,,,,1,5,3,4,2,,,,8,1,94701,US,3,2,2,1,2,2,2,1,0.2847177143,,80,BERKELEY,CA
2145,3465,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,7:00:00,12/31/1899 09:32:00 AM,2,,,3,,,,1,0,0,0,1,1,4,6,6,6,0,6,6,6,6,6,6,6,6,6,6,5,0,,,,,0,0,0,0,0,0,0,,,4,0,,,1,2,0,,,11,0,0,4,0,,,,9,3,,AUSTRALIA,19,7,2,1,4,2,2,1,1.6329600946,,152,SYDNEY,
2146,3356,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:00:00,12/31/1899 07:20:00 AM,3,,,5,,,,1,2,1,2,1,2,1,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,5,5,0,,,5,0,,,0,,,,,5,5,5,5,2,,,,9,3,,,99,8,4,0,4,4,4,1,1.0380333333,,140,,
2147,3440,322,19,FRI,54,D,2,2,1,1,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,12:30 PM,12/31/1899 01:52:00 PM,3,,,6,,,,2,2,1,1,4,1,1,3,4,3,4,5,5,4,4,5,4,6,4,6,6,4,1,18,,,,5,4,6,5,4,4,0,,,5,1,,,2,,,,,5,5,4,5,2,,,,9,1,94103,US,1,2,1,2,3,2,2,1,1.0380333333,,82,SAN FRANCISCO,CA
2148,3357,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:30 AM,12/31/1899 07:20:00 AM,2,3,,5,,,,1,2,2,1,4,1,2,6,6,6,4,4,4,6,6,4,6,6,4,6,6,4,0,,,,,4,0,0,0,4,4,0,,,3,0,,,2,,,,,1,0,4,4,2,,,,5,1,94588,US,3,7,2,0,2,2,2,1,1.0380333333,,110,PLEASANTON,CA
2149,3466,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,7:45 AM,12/31/1899 09:32:00 AM,2,,,5,,,,2,1,2,1,1,1,1,6,4,4,5,5,5,3,3,4,6,6,6,4,6,4,0,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,5,4,5,5,2,,,,10,3,29404,US,12,2,1,2,1,2,2,1,1.6329600946,,107,CHARLESTON,SC
2150,3651,132,7,SUN,74,F,2,1,1,2,UNITED,SAN DIEGO,497,28,55,1,2,10:10 AM,12/31/1899 12:50:00 PM,2,,,3,,,,1,2,2,1,3,1,3,6,4,4,4,4,3,3,3,4,6,6,5,6,6,4,51,206,,,,4,4,6,4,3,4,0,,,5,0,,,2,,,,,11,6,3,3,1,1,,,9,3,,US,10,4,1,3,2,2,2,1,1.6329600946,,160,SAN DIEGO,CA
2151,3441,322,19,FRI,54,D,2,2,1,1,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,11:00:00,12/31/1899 01:52:00 PM,0,,,3,,,,1,2,2,2,1,2,1,6,3,6,5,5,5,6,6,6,6,6,5,6,6,5,1,,,,,4,4,6,4,6,4,0,,,4,1,,,2,,,,,11,6,5,5,2,,,,9,3,,US,11,4,1,1,2,2,2,1,1.0380333333,,172,DALLAS,TX
2152,3358,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:15 AM,12/31/1899 07:20:00 AM,2,3,,2,,,,1,2,2,2,2,1,4,5,4,6,4,4,4,6,6,6,4,4,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,0,,,1,4,0,,,6,5,0,0,0,,,,11,0,,,99,8,4,0,4,4,4,1,1.0380333333,,125,,
2153,3467,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,8:00:00,12/31/1899 09:32:00 AM,2,,,7,,,,1,2,1,2,1,2,1,6,4,4,4,6,3,6,5,5,5,6,6,6,6,5,0,,,,,5,6,6,5,3,3,0,,,5,2,,,1,0,3,,,5,3,5,1,2,,,,10,3,2852,US,12,6,2,2,2,2,2,1,1.6329600946,,92,NORTH KINGSTOWN,RI
2154,3442,322,19,FRI,54,D,2,2,1,1,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,10:00:00,12/31/1899 01:52:00 PM,1,,,3,,,,1,1,1,2,1,2,1,4,6,3,4,4,4,6,6,6,6,6,3,6,6,4,102,151,,,,4,4,6,6,4,4,0,,,5,1,8,,1,5,2,,,11,6,4,4,2,,,,7,3,8062,US,12,5,1,4,1,2,2,1,1.0380333333,,232,MULLICA HILL,NJ
2155,3359,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,6:30 AM,12/31/1899 07:20:00 AM,2,,,5,,,,1,2,2,1,3,1,1,4,6,3,5,4,6,4,6,5,4,6,5,6,6,4,76,,,,,5,4,6,6,5,5,0,,,4,0,,,2,,,,,5,4,5,4,2,,,,8,1,94111,US,1,2,2,2,1,2,2,1,1.0380333333,,50,SAN FRANCISCO,CA
2156,3632,366,23,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,8:00:00,12/31/1899 09:30:00 AM,3,,,6,,,,1,1,1,1,1,1,4,1,2,2,3,3,3,2,2,2,4,3,3,3,3,3,22,14,58,,,3,3,4,4,4,4,1,,,1,12,,,2,,,,,5,3,3,3,2,,,,4,3,,CANADA,13,6,1,1,2,2,2,1,0.2847177143,,90,MONTREAL,QC
2157,3652,132,7,SUN,74,F,2,1,1,2,UNITED,SAN DIEGO,497,28,55,1,2,N,12/31/1899 12:50:00 PM,1,,,9,,,,2,2,1,1,1,1,2,4,3,3,4,4,4,4,4,4,2,3,0,0,2,4,7,,,,,5,3,3,4,4,4,0,,,5,0,,,1,4,0,,,5,0,4,4,1,0,,,8,3,92189,US,10,5,1,4,2,2,2,1,1.6329600946,,,SAN DIEGO,CA
2158,3360,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,6:00:00,12/31/1899 07:20:00 AM,1,,,4,,,,1,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,6,6,6,6,3,0,,,,,4,6,6,3,3,4,0,,,5,0,,,3,,,,,0,0,0,0,0,,,,11,0,,,99,8,4,0,4,4,4,1,1.0380333333,,80,,
2159,3443,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,N,12/31/1899 01:52:00 PM,2,6,,6,,,,2,1,2,2,3,1,2,1,1,1,1,2,3,2,2,2,1,1,1,5,0,4,0,,,,,3,2,3,2,5,4,0,,,5,15,,,3,,,,,5,4,3,3,2,,,,6,1,94158,US,1,2,1,4,2,2,2,1,1.0380333333,,,SAN FRANCISCO,CA
2160,3468,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,6:00:00,12/31/1899 09:32:00 AM,2,3,,5,,,,2,2,2,2,3,1,2,6,4,4,4,4,4,6,6,6,4,6,6,6,6,3,0,,,,,5,6,6,6,4,4,0,,,4,0,,,2,,,,,5,5,5,4,1,31,52,,10,3,91765,US,10,2,2,1,2,2,2,1,1.6329600946,,212,DIAMOND BAR,CA
2161,3653,132,7,SUN,74,F,2,1,1,2,UNITED,SAN DIEGO,497,28,55,1,2,8:20 AM,12/31/1899 12:50:00 PM,1,,,3,,,,1,1,1,1,2,1,2,4,3,3,4,4,3,6,6,5,6,6,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,4,0,,,1,4,0,,,11,3,3,3,2,,,,6,3,,JAPAN,16,4,2,4,2,2,2,1,1.6329600946,,270,TOKYO,
2162,3633,366,23,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,8:00:00,12/31/1899 09:30:00 AM,3,,,2,,,,2,1,2,2,1,1,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,62,992,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,3,4,4,4,2,,,,9,3,,CANADA,13,7,1,2,2,2,2,1,0.2847177143,,90,MONTREAL,QC
2163,3361,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:50 AM,12/31/1899 07:20:00 AM,1,,,8,,,,0,1,1,0,3,1,4,3,4,3,4,2,4,3,3,4,5,6,5,6,4,4,0,,,,,5,4,4,5,5,4,0,,,5,0,,,1,4,0,,,6,0,5,4,2,,,,8,3,6877,US,12,5,1,4,2,1,1,1,1.0380333333,,90,RIDGEFIELD,CT
2164,3444,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,12:50 PM,12/31/1899 01:52:00 PM,2,,,5,,,,1,2,1,2,1,1,4,5,5,5,5,5,0,6,6,6,3,6,6,4,6,4,0,,,,,5,6,6,5,4,5,0,,,5,0,,,2,,,,,7,0,5,5,2,,,,9,1,94040,US,4,3,1,0,2,1,2,1,1.0380333333,,62,MOUNTAIN VIEW,CA
2165,3654,132,7,SUN,74,F,2,1,1,2,UNITED,SAN DIEGO,497,28,55,1,2,11:00:00,12/31/1899 12:50:00 PM,2,,,9,,,,1,1,0,1,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,74,152,,,,5,5,5,0,0,0,0,,,5,19,,,0,,,,,5,5,5,0,2,,,,10,3,92100,US,10,4,2,3,4,2,2,1,1.6329600946,,110,SAN DIEGO,CA
2166,3634,366,23,TUE,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:30 AM,12/31/1899 09:30:00 AM,1,,,6,,,,1,2,1,1,3,1,3,3,1,3,4,4,4,3,3,5,4,4,4,4,4,3,109,,,,,3,3,3,3,3,3,0,,,3,0,,,2,,,,,6,2,5,5,2,,,,5,1,94030,US,2,3,1,0,4,2,1,1,0.2847177143,,120,MILLBRAE,CA
2167,3445,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,N,12/31/1899 01:52:00 PM,1,,,5,,,,2,2,2,1,1,2,1,4,6,5,4,4,4,6,6,5,6,6,6,6,6,4,201,18,,,,5,5,5,5,4,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,6,3,,,99,2,2,2,2,2,2,1,1.0380333333,,,,
2168,3616,362,22,MON,9,A,3,3,1,1,PHILIPPINE AIR,MANILA,115,23,35,8,2,6:15 PM,12/31/1899 10:00:00 PM,3,,,3,,,,2,1,1,2,1,2,1,5,4,3,4,3,4,6,6,6,6,6,5,6,6,4,60,17,152,,,4,5,6,5,5,5,1,,,4,11,,,4,,,,,11,4,4,5,2,,,,10,3,78501,US,11,4,1,2,2,2,2,1,0.723115625,,225,MCALLEN,TX
2169,3446,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,12:30 PM,12/31/1899 01:52:00 PM,6,,,3,,,,0,1,0,1,2,1,4,6,4,4,4,4,4,4,4,3,4,4,6,6,6,4,0,,,,,4,6,6,4,3,4,0,,,3,1,,,2,,,,,11,4,4,3,2,,,,8,3,,,99,5,2,0,1,1,2,1,1.0380333333,,82,,
2170,3617,362,22,MON,9,A,3,3,1,1,PHILIPPINE AIR,MANILA,115,23,35,8,2,7:30 PM,12/31/1899 10:00:00 PM,1,,,5,,,,1,1,2,2,1,1,4,5,5,5,3,5,4,5,5,4,3,3,5,6,5,5,101,,,,,4,5,5,5,3,5,4,,,5,1,,,2,,,,,1,5,5,5,1,22,,,10,1,94587,US,3,6,1,2,1,2,2,1,0.723115625,,150,UNION CITY,CA
2171,3447,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,9:00:00,12/31/1899 01:52:00 PM,1,,,3,,,,2,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,32,,,,,4,4,4,4,4,4,0,,,4,2,,,1,3,0,,,11,5,5,4,2,,,,8,3,78521,US,11,3,1,2,2,2,2,1,1.0380333333,,292,BROWNSVILLE,TX
2172,3655,132,7,SUN,74,F,2,1,1,2,UNITED,SAN DIEGO,497,28,55,1,2,12:00:00,12/31/1899 12:50:00 PM,2,,,3,,,,2,2,1,2,1,2,1,0,3,3,2,2,6,6,0,6,6,6,6,6,6,3,101,,,,,4,6,4,4,4,4,0,,,3,0,,,2,,,,,11,6,4,6,1,62,,,5,3,92084,US,10,5,2,3,2,2,2,1,1.6329600946,,50,SAN DIEGO,CA
2173,3322,140,7,SUN,99,G,2,3,1,1,AIR CHINA,BEIJING,986,4,5,8,4,11:30,12/31/1899 02:50:00 PM,3,,,2,,,,1,2,2,2,2,1,2,6,6,3,2,4,4,6,6,6,6,6,6,6,6,Blank,1,,,,,5,6,6,6,5,4,0,,,4,0,,,2,,,,,7,6,6,2,2,,,,9,1,,US,4,6,2,0,2,1,2,3,0.723115625,,200,SAN JOSE,CA
2174,3618,362,22,MON,9,A,3,3,1,1,PHILIPPINE AIR,MANILA,115,23,35,8,2,6:30 PM,12/31/1899 10:00:00 PM,1,,,2,,,,1,1,1,1,3,1,4,4,3,2,5,5,5,5,5,5,3,5,6,6,6,4,101,151,13,75,,5,6,6,5,3,5,0,,,3,14,,,2,,,,,1,3,5,5,1,25,,,10,1,94710,US,3,6,1,1,2,2,2,1,0.723115625,,210,BERKELEY,CA
2175,3448,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,12:15 PM,12/31/1899 01:52:00 PM,1,,,13,,,,1,0,1,1,3,1,4,4,4,4,4,4,5,3,3,5,5,3,6,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,1,,,3,5,5,4,2,,,,10,0,,,99,7,1,3,2,4,1,1,1.0380333333,,97,,
2176,3656,132,7,SUN,74,F,2,1,1,1,UNITED,SAN DIEGO,497,28,55,1,2,11:20,12/31/1899 12:50:00 PM,3,,,2,,,,1,1,2,2,2,1,3,3,2,2,3,5,3,3,3,2,3,3,3,3,3,3,18,,,,,5,5,5,5,5,5,1,,,3,4,17,,2,,,,,5,3,3,3,2,,,,5,1,95410,US,4,5,4,2,2,1,1,1,1.6329600946,,90,SAN JOSE,CA
2177,3449,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,12:00:00,12/31/1899 01:52:00 PM,3,,,6,,,,2,1,1,2,2,1,3,5,5,4,5,5,5,6,6,6,4,6,5,6,6,5,0,,,,,5,5,6,5,5,5,0,,,5,0,,,2,,,,,1,4,5,5,2,,,,10,1,94610,US,3,3,2,1,2,2,1,1,1.0380333333,,112,OAKLAND,CA
2178,3323,140,7,SUN,99,G,2,3,1,2,AIR CHINA,BEIJING,986,4,5,8,4,10:20 AM,12/31/1899 02:50:00 PM,2,,,3,,,,2,2,2,2,1,2,1,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,4,,,,,11,5,5,6,3,,,,9,3,30318,US,12,2,2,3,3,2,2,3,0.723115625,,270,ATLANTA,GA
2179,3450,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,12:00:00,12/31/1899 01:52:00 PM,2,,,12,,,,1,1,2,2,1,1,1,6,6,4,4,0,3,6,6,6,6,6,6,6,6,3,5,56,,,,5,0,0,0,0,5,0,,,3,0,,,1,1,14,,,5,0,5,0,1,53,,,11,0,,,99,8,4,0,4,4,4,1,1.0380333333,,112,,
2180,3635,366,23,TUE,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,8:10 AM,12/31/1899 09:30:00 AM,1,,,5,,,,2,2,2,2,3,1,3,5,5,4,4,4,4,6,6,6,4,4,4,6,6,5,56,,,,,5,5,6,5,5,5,1,,,5,0,,,1,5,1,,,5,3,3,5,1,5,,,10,1,94110,US,1,4,2,4,3,2,2,1,0.2847177143,,80,SAN FRANCISCO,CA
2181,3657,132,7,SUN,74,F,2,1,1,1,UNITED,SAN DIEGO,497,28,55,1,2,11:15,12/31/1899 12:50:00 PM,1,,,6,,,,2,2,1,1,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,31,,,4,3,3,3,3,3,0,,,3,12,,,2,,,,,0,3,3,3,2,,,,8,3,92187,US,10,5,4,3,1,1,1,1,1.6329600946,,95,SAN DIEGO,CA
2182,3619,362,22,MON,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,115,23,35,8,2,14:50:00,12/31/1899 10:00:00 PM,3,,,2,,,,1,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,33,,,,,4,4,4,4,4,4,0,,,5,1,,,1,1,15,,,17,5,5,1,2,,,,9,2,95062,US,10,6,1,1,2,2,2,1,0.723115625,,430,SANTA CRUZ,CA
2183,3324,140,7,SUN,99,G,2,3,1,2,AIR CHINA,BEIJING,986,4,5,8,4,N,12/31/1899 02:50:00 PM,2,,,2,,,,2,1,2,1,2,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,104,,,,,4,4,4,3,3,4,0,,,4,0,,,1,5,0,,,1,4,4,4,2,,,,8,1,,US,4,3,2,2,1,2,4,3,0.723115625,,,MILPITAS,CA
2184,3451,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,11:45 AM,12/31/1899 01:52:00 PM,2,,,4,,,,2,1,1,2,1,2,1,3,3,3,3,3,3,6,6,6,6,6,6,6,6,3,0,,,,,4,3,6,4,6,4,0,,,3,0,,,3,,,,,5,4,4,4,2,,,,8,3,,US,12,2,1,1,2,2,2,1,1.0380333333,,127,,FL
2185,3658,132,7,SUN,74,F,2,1,1,1,UNITED,SAN DIEGO,497,28,55,1,2,11:00:00,12/31/1899 12:50:00 PM,1,,,9,,,,2,1,1,2,4,1,4,3,1,1,4,4,4,1,1,1,4,6,5,6,6,3,22,14,1,62,,4,5,6,6,3,4,0,,,3,17,,,2,,,,,5,4,3,3,2,,,,8,1,94118,US,1,5,4,3,1,1,1,1,1.6329600946,,110,SAN FRANCISCO,CA
2186,3620,362,22,MON,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,115,23,35,8,2,6:30 PM,12/31/1899 10:00:00 PM,2,3,,2,,,,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,0,,,,,5,4,4,5,4,4,0,,,5,0,,,1,1,0,,,5,4,4,0,2,,,,8,1,,,90,3,1,2,2,2,2,1,0.723115625,,210,,
2187,3452,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,4:00:00,12/31/1899 01:52:00 PM,2,,,2,,,,1,2,1,1,1,2,1,4,3,3,4,4,4,4,4,5,6,6,4,6,6,3,0,,,,,5,4,6,4,3,4,0,,,3,0,,,2,,,,,9,4,6,6,1,53,52,,6,3,33463,US,12,3,1,1,2,1,2,1,1.0380333333,,592,LAKE WORTH,FL
2188,3325,140,7,SUN,99,G,2,3,1,2,AIR CHINA,BEIJING,986,4,5,8,4,12:50 PM,12/31/1899 02:50:00 PM,1,,,2,,,,1,1,2,1,2,1,4,4,4,4,5,5,4,6,6,5,4,5,5,5,6,4,1,,,,,5,5,6,5,4,5,0,,,5,3,,,2,,,,,7,5,5,5,2,,,,8,1,94087,US,4,5,2,4,2,1,1,1,0.723115625,,120,SUNNYVALE,CA
2189,3636,366,23,TUE,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,8:00:00,12/31/1899 09:30:00 AM,2,,,1,,,4,1,2,2,2,2,1,4,6,3,3,3,5,3,3,3,6,3,6,6,6,6,3,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,1,2,3,5,1,5,,,5,1,94568,US,3,4,1,4,2,1,1,1,0.2847177143,,90,DUBLIN,CA
2190,3621,362,22,MON,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,115,23,35,8,2,7:30 PM,12/31/1899 10:00:00 PM,2,3,,2,,,,1,0,0,0,1,2,2,5,5,4,5,4,5,4,4,4,4,5,3,4,5,5,0,,,,,5,4,5,5,5,5,0,,,4,0,,,1,5,0,,,7,4,4,4,2,,,,9,1,95035,US,4,6,2,1,2,1,4,1,0.723115625,,150,MILPITAS,CA
2191,3453,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,12:00:00,12/31/1899 01:52:00 PM,3,,,4,,,,0,1,1,1,3,1,0,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,0,,,,,5,4,6,4,4,4,0,,,5,1,,,0,,,,,0,0,5,3,2,,,,9,3,70647,US,11,5,2,0,2,2,2,1,1.0380333333,,112,IOWA,LA
